Entity,Code,Year,Coal (terawatt-hours),Gas (terawatt-hours),Oil (terawatt-hours)
Algeria,DZA,2004,8.40849,211.89918749999958,128.74683027777786
Algeria,DZA,2005,6.90822,223.5598749999997,134.21338489999977
Algeria,DZA,2006,10.257660000000001,228.4975000000006,139.84572075000025
Algeria,DZA,2007,8.80391,233.80681452991467,156.38999647506944
Algeria,DZA,2008,8.80391,244.041875,169.91589639527737
Algeria,DZA,2009,5.65218,262.1176249999999,180.13442944444486
Algeria,DZA,2010,3.6053,253.2722500000001,180.04885499999952
Algeria,DZA,2011,3.1982500000000003,267.9696250000002,192.22765305555538
Algeria,DZA,2012,3.39596,298.7407499999998,204.3952677777782
Algeria,DZA,2013,1.8375400000000002,321.2151249999995,213.57638499999953
Algeria,DZA,2014,2.08177,360.9182499999998,221.92515277777724
Algeria,DZA,2015,1.54679,379.2250000000003,236.1484832777782
Algeria,DZA,2016,0.5698700000000001,385.9625000000005,229.44103930555573
Algeria,DZA,2017,2.11666,388.8499999999995,225.3893038611109
Algeria,DZA,2018,2.11666,427.34999999999957,228.1965041666662
Argentina,ARG,1965,8.455049186518222,41.234,260.1392938124458
Argentina,ARG,1966,6.971818298860046,44.657200000000024,268.56480201750514
Argentina,ARG,1967,7.840396988836102,46.69945000000001,275.18662634653515
Argentina,ARG,1968,7.619035275495471,51.99957500000001,281.00747727510816
Argentina,ARG,1969,9.122169996314266,51.805074999999974,291.98175393307844
Argentina,ARG,1970,11.722598380005964,58.54450000000004,262.1598020618129
Argentina,ARG,1971,10.277542028654782,63.20277500000002,279.9751100000006
Argentina,ARG,1972,8.651294898829944,70.92442499999997,280.3572516666668
Argentina,ARG,1973,9.496521978894506,80.70777499999998,281.3179052777774
Argentina,ARG,1974,11.825921862357568,85.42439999999999,282.30396972222195
Argentina,ARG,1975,11.510940291236158,87.52500000000002,265.9402666666663
Argentina,ARG,1976,11.64258520941617,98.51425000000006,276.26170305555615
Argentina,ARG,1977,11.00850308113062,102.89049999999997,291.2396455555558
Argentina,ARG,1978,13.419195359558945,100.07025000000009,291.2290322222217
Argentina,ARG,1979,12.501673828738303,102.89049999999997,308.04863722222274
Argentina,ARG,1980,11.144589626234863,112.12924999999997,288.2583255555553
Argentina,ARG,1981,10.560467206889587,117.18624999999999,267.2337127777778
Argentina,ARG,1982,10.666076149838716,133.13525,256.3210302777781
Argentina,ARG,1983,9.679963225289931,143.15199999999945,260.9379080555554
Argentina,ARG,1984,7.185223693573063,152.3907500000004,245.98776027777743
Argentina,ARG,1985,10.599605761728865,155.69724999999954,222.50368500000013
Argentina,ARG,1986,12.109349330288072,168.2424999999996,255.58044222222236
Argentina,ARG,1987,13.439672780633833,168.33975000000044,272.78299166666704
Argentina,ARG,1988,13.772349638372248,196.63950000000008,272.029264444445
Argentina,ARG,1989,14.90276817764186,206.55899999999983,246.7896619444447
Argentina,ARG,1990,12.266132187086354,197.32025000000007,233.44308944444467
Argentina,ARG,1991,10.794012477295873,200.9185000000005,240.50233555555576
Argentina,ARG,1992,12.16816363779679,217.25650000000041,254.04391305555623
Argentina,ARG,1993,8.06998722,229.4127499999995,251.62746944444422
Argentina,ARG,1994,7.065106990109182,235.8312499999996,243.23891222222178
Argentina,ARG,1995,7.414152414461529,262.47775000000024,241.90118611111095
Argentina,ARG,1996,7.766816144207845,301.1832500000003,251.42418250000048
Argentina,ARG,1997,6.1277140165116055,277.5514999999998,251.7288019444442
Argentina,ARG,1998,8.237409361613002,296.7097500000005,257.291801111111
Argentina,ARG,1999,9.885469541269137,314.70100000000053,239.56551472222193
Argentina,ARG,2000,7.512647303292917,322.96725000000015,241.97666472222284
Argentina,ARG,2001,6.1568522801649905,302.3502499999998,233.11430194444426
Argentina,ARG,2002,4.5862964916402085,294.3757500000003,214.8734658333329
Argentina,ARG,2003,5.593864633008101,336.2904999999999,221.14389222222272
Argentina,ARG,2004,9.519819419961674,368.0912500000003,232.64728444444384
Argentina,ARG,2005,10.961644949653884,392.8900000000003,247.28683663194448
Argentina,ARG,2006,9.923820577341116,406.50500000000017,259.9601497054435
Argentina,ARG,2007,14.360361099340802,427.1220000000006,288.7588944003783
Argentina,ARG,2008,17.516068732655715,431.8872500000005,296.9551533481558
Argentina,ARG,2009,9.620938057736936,418.355582716939,290.82116973162533
Argentina,ARG,2010,13.472080049759562,420.8741655845573,332.2558711103447
Argentina,ARG,2011,14.61864526440268,438.3978868918576,335.5531422107095
Argentina,ARG,2012,13.66918058083769,456.6420933584587,350.60744965870856
Argentina,ARG,2013,14.939302723892842,460.2768896550948,376.2489253345331
Argentina,ARG,2014,15.891716601166001,461.5497906359693,371.1832639359351
Argentina,ARG,2015,15.81412927770069,466.52568265360185,382.6846637657331
Argentina,ARG,2016,12.1886413513,482.1001118814352,375.81242194455615
Argentina,ARG,2017,12.5252881796144,483.0002855256145,372.5901066439595
Argentina,ARG,2018,14.157840929818782,487.0423968091583,350.22324733886484
Australia,AUS,1965,202.02777777777803,0.029475000000000008,181.11748388888915
Australia,AUS,1966,209.38888888888837,0.039299999999999974,214.04755194444465
Australia,AUS,1967,215.25000000000048,0.039299999999999974,234.38776666666706
Australia,AUS,1968,221.69444444444503,0.3045749999999995,255.28498777777824
Australia,AUS,1969,229.2777777777776,4.1264999999999965,262.44812388888903
Australia,AUS,1970,231.69444444444406,17.30397462,290.1954216666663
Australia,AUS,1971,232.56944444444446,25.826679361000004,305.5445647222226
Australia,AUS,1972,242.93055555555605,37.074262864000005,311.03335555555617
Australia,AUS,1973,252.9861111111112,47.06879992900001,331.89295416666636
Australia,AUS,1974,264.06944444444446,53.701990200000004,351.7351633333328
Australia,AUS,1975,272.54166666666714,57.669970587,348.1045194444445
Australia,AUS,1976,281.7916666666664,68.0772173915,355.8214852777773
Australia,AUS,1977,294.18055555555605,77.76843766,372.6007575
Australia,AUS,1978,301.8611111111113,83.72538064700001,375.31401618013024
Australia,AUS,1979,315.5416666666667,96.37518278300001,381.8075654757736
Australia,AUS,1980,324.763888888889,110.66587906400001,366.18509648129543
Australia,AUS,1981,333.1388888888891,119.94438959300001,354.3433260377304
Australia,AUS,1982,336.68055555555503,116.98083531900001,355.9768033440827
Australia,AUS,1983,336.5555555555555,127.074820514,349.8237089155297
Australia,AUS,1984,355.9027777777776,125.317263767697,366.4661316482727
Australia,AUS,1985,368.13888888888846,133.95262335036102,350.0728349607255
Australia,AUS,1986,377.48611111111154,146.329281252503,358.28310746599175
Australia,AUS,1987,393.3611111111111,149.394590853119,365.10473599022185
Australia,AUS,1988,413.7638888888894,152.99339549337049,382.4276456966682
Australia,AUS,1989,433.9583333333339,166.8756414999769,396.1745837495959
Australia,AUS,1990,444.3472222222224,167.75947717107474,401.94137614450034
Australia,AUS,1991,453.26388888888954,160.8210096838057,390.82660807793917
Australia,AUS,1992,455.95833333333314,166.36957016135298,392.55443537744554
Australia,AUS,1993,458.8888888888886,172.4934330076716,412.485756677835
Australia,AUS,1994,468.2638888888886,191.56656740758663,428.14224271214465
Australia,AUS,1995,484.16666666666623,193.41569214322772,441.56153624328965
Australia,AUS,1996,503.958333333334,194.8266325687004,448.45387484710744
Australia,AUS,1997,529.4583333333338,191.3050510868077,456.53464151564503
Australia,AUS,1998,553.0833333333331,196.95320635697507,455.97330810513483
Australia,AUS,1999,587.3693572714236,201.7405366418948,470.1473395884412
Australia,AUS,2000,591.5835925099627,205.5507952085508,467.65800817244826
Australia,AUS,2001,585.6118881898731,221.6931911188033,470.64702257085514
Australia,AUS,2002,598.7945455899138,228.14817047132374,469.1008973239299
Australia,AUS,2003,615.9442150339086,229.94289284246318,468.79421837216364
Australia,AUS,2004,641.8300979388891,234.53600942109668,482.07927448170386
Australia,AUS,2005,638.1289183122507,232.58982296755573,480.48150870711106
Australia,AUS,2006,655.4123628857794,259.43063087416414,519.51878424871
Australia,AUS,2007,649.7283742578126,290.1981549558128,517.1591550173795
Australia,AUS,2008,677.304107177444,285.34957932561144,525.3902247508696
Australia,AUS,2009,654.9699775909291,291.36434297359574,528.4655908754446
Australia,AUS,2010,607.5224583837216,337.836254448069,530.4542553193082
Australia,AUS,2011,592.1726028363933,352.8308141971852,560.0560754640288
Australia,AUS,2012,555.3424907652571,353.9067949138122,576.5696531159498
Australia,AUS,2013,527.9813798312481,371.73482492933607,580.1941926008501
Australia,AUS,2014,522.9722736912087,400.9991718913532,588.3043574078991
Australia,AUS,2015,540.8229107879994,421.0696996118667,564.177843330676
Australia,AUS,2016,541.135348613645,417.260723228483,584.5295596343616
Australia,AUS,2017,524.1236081070617,412.4223850987036,594.3249349867272
Australia,AUS,2018,514.935478676777,413.96668037620185,620.2646798377515
Austria,AUT,1965,59.114899752596486,17.528646900209463,65.29747472222222
Austria,AUT,1966,56.46759638937876,18.8210342263377,71.78885833333331
Austria,AUT,1967,53.45090185920048,18.031683717675797,76.54811194444439
Austria,AUT,1968,52.773684719772696,19.228969602554525,88.46606722222225
Austria,AUT,1969,51.93639807466198,23.329156922998532,97.22599444444448
Austria,AUT,1970,55.854166666666735,28.29800212180155,107.04364638888887
Austria,AUT,1971,51.23361111111114,32.506646710868665,119.60702611111117
Austria,AUT,1972,46.45388888888894,35.129752469790894,129.12287416666715
Austria,AUT,1973,46.16972222222219,38.61119905364974,139.92781111111066
Austria,AUT,1974,48.72277777777784,41.85197003077506,125.22767888888829
Austria,AUT,1975,42.34055555555557,41.801618779703276,126.55925805555523
Austria,AUT,1976,45.060000000000024,47.61011260710995,137.41133083333344
Austria,AUT,1977,37.80027777777781,48.520337777085835,131.58654055555522
Austria,AUT,1978,38.40222222222227,50.468238520286185,141.56969694444405
Austria,AUT,1979,41.686111111111096,50.04036631704552,147.40876083333313
Austria,AUT,1980,42.83472222222221,48.073976495471626,143.88744888888917
Austria,AUT,1981,43.849999999999994,45.8240978963444,130.63088583333382
Austria,AUT,1982,41.70555555555563,44.35526508126139,123.90079111111125
Austria,AUT,1983,44.65583333333336,45.257059357985426,120.07978444444423
Austria,AUT,1984,50.88638888888888,50.38988887703615,116.79846472222242
Austria,AUT,1985,50.815000000000076,53.99160455612753,116.98592416666727
Austria,AUT,1986,45.302500000000016,52.4212650353563,123.21829916666653
Austria,AUT,1987,44.93944444444451,54.68577822773519,126.86034500000059
Austria,AUT,1988,43.03388888888886,52.3850292977962,125.97797166666689
Austria,AUT,1989,43.22805555555562,56.25981960094539,124.22220555555512
Austria,AUT,1990,47.64055555555554,61.93490334998176,129.2767336111109
Austria,AUT,1991,49.97222222222221,65.66419150906971,139.55149638888943
Austria,AUT,1992,38.88202441666669,64.48223412747514,135.9098477777774
Austria,AUT,1993,34.958750138888945,67.81245148657364,137.04503861111078
Austria,AUT,1994,35.45444444444448,69.75149417814816,135.829948611111
Austria,AUT,1995,40.33864166666672,76.15716024472613,135.58367722222246
Austria,AUT,1996,40.510191555555544,81.06087999459592,140.25512305555534
Austria,AUT,1997,42.968530333333305,78.12571623036486,142.47761361111074
Austria,AUT,1998,37.829999999999984,80.20729149030959,147.91892111111156
Austria,AUT,1999,37.569916315174,81.92762837782499,145.4086702777779
Austria,AUT,2000,42.47900525765,78.20515412792379,142.39452083333387
Austria,AUT,2001,43.88113350446365,82.88196083779961,154.52839444444388
Austria,AUT,2002,44.57971165707568,81.48536942156844,157.7923225
Austria,AUT,2003,47.54769430607135,89.62971845299444,170.7300227777777
Austria,AUT,2004,46.57630650443413,90.4923375341829,166.1619083333335
Austria,AUT,2005,46.438047711013226,95.27706433715552,166.30395998911598
Austria,AUT,2006,46.397970515972666,89.53200783920735,169.06675979697349
Austria,AUT,2007,44.859593400840346,84.70895417220214,160.00177437289747
Austria,AUT,2008,44.31640888756664,90.68554873230359,159.6046231858492
Austria,AUT,2009,33.39078427501629,88.31913874174772,153.5323704729118
Austria,AUT,2010,39.26067948996739,96.12812106208872,159.78453073359728
Austria,AUT,2011,40.319636427135066,90.41806702562367,148.66630432846122
Austria,AUT,2012,37.45485105355935,86.24141591253084,148.15540383290713
Austria,AUT,2013,38.096313031970375,82.00461132630006,150.22961588079613
Austria,AUT,2014,34.89556326711961,75.10975575030008,146.2551840148331
Austria,AUT,2015,37.71359293817814,79.68095000730001,146.76924940557282
Austria,AUT,2016,34.97959567821889,83.42190281520003,149.7139852885441
Austria,AUT,2017,36.25200827871916,90.69853848390007,152.35603233990554
Austria,AUT,2018,33.21807672744232,86.86918911329997,155.94132654360445
Azerbaijan,AZE,1985,1.06996,132.5997197640114,97.18554771252354
Azerbaijan,AZE,1986,1.06996,147.3308554572275,101.81737074482648
Azerbaijan,AZE,1987,1.06996,145.5126179941007,95.82690843464843
Azerbaijan,AZE,1988,1.06996,143.6943805309739,98.14325084328368
Azerbaijan,AZE,1989,1.06996,150.97220501474865,95.70121542599232
Azerbaijan,AZE,1990,1.03507,153.97010324483773,100.3948284019737
Azerbaijan,AZE,1991,0.7792100000000001,147.3308554572275,96.8011278856535
Azerbaijan,AZE,1992,0.13956000000000002,114.58308259587014,94.31946958145139
Azerbaijan,AZE,1993,0.034890000000000004,84.57972713864301,94.05540738934054
Azerbaijan,AZE,1994,0.046520000000000006,79.12014011799411,86.15902393330325
Azerbaijan,AZE,1995,0.034890000000000004,78.20858407079648,77.67719961833785
Azerbaijan,AZE,1996,0.034890000000000004,57.296415929203526,69.77202251580849
Azerbaijan,AZE,1997,0.034890000000000004,54.566622418879085,66.40268460478768
Azerbaijan,AZE,1998,0,50.92039823008848,69.8734934801265
Azerbaijan,AZE,1999,0,54.566622418879085,66.98869250225832
Azerbaijan,AZE,2000,0,52.74351032448378,74.26630526121654
Azerbaijan,AZE,2001,0.034890000000000004,75.65427728613568,47.27034084688345
Azerbaijan,AZE,2002,0.023260000000000003,75.86876106194684,43.51946611111108
Azerbaijan,AZE,2003,0.034890000000000004,77.79911504424773,50.599694166666694
Azerbaijan,AZE,2004,0.010699600000000002,91.22791499999995,54.57310388888896
Azerbaijan,AZE,2005,0.037448600000000005,94.23216000000005,63.79851138888885
Azerbaijan,AZE,2006,0.037448600000000005,99.61600499999996,57.11257997777783
Azerbaijan,AZE,2007,0.057333333422750404,87.70809000000001,53.8548595055556
Azerbaijan,AZE,2008,0.0430000000670628,100.34574899999994,43.05569611111116
Azerbaijan,AZE,2009,0.0430000000670628,85.68146399999995,40.15004602777774
Azerbaijan,AZE,2010,0.06450000010059422,81.44875049999995,39.63645516666672
Azerbaijan,AZE,2011,0.057333333422750404,89.201289,48.58157286111114
Azerbaijan,AZE,2012,0.0430000000670628,93.61445550000008,50.81020802777775
Azerbaijan,AZE,2013,0.035833333389219006,94.02989399999996,55.30414125000004
Azerbaijan,AZE,2014,0.0215000000335314,98.54446055426537,54.29415880358084
Azerbaijan,AZE,2015,0.035833333389219006,111.46552499999984,55.101902426803576
Azerbaijan,AZE,2016,0.014333333355687601,109.3064749999999,54.73497828501844
Azerbaijan,AZE,2017,0.014294171242693908,106.16604999999984,55.22210767314269
Azerbaijan,AZE,2018,0.014294171242693908,108.15812499999987,54.07655170013141
Bangladesh,BGD,1965,0,0,
Bangladesh,BGD,1966,0,0,
Bangladesh,BGD,1967,0,0,
Bangladesh,BGD,1968,0,0,
Bangladesh,BGD,1969,0,0,
Bangladesh,BGD,1970,0,0,
Bangladesh,BGD,1971,0,0,8.135291666666662
Bangladesh,BGD,1972,1.08698632,4.39614,9.919017777777778
Bangladesh,BGD,1973,1.4125100200000003,6.082490000000001,11.208104999999996
Bangladesh,BGD,1974,1.25556317,6.68725,11.659564444444493
Bangladesh,BGD,1975,1.45319176,6.72214,13.631795000000027
Bangladesh,BGD,1976,1.43575839,8.850430000000001,14.74887527777779
Bangladesh,BGD,1977,1.4997001300000001,9.87387,14.522806111111112
Bangladesh,BGD,1978,1.45319176,10.897310000000001,15.460121388888844
Bangladesh,BGD,1979,1.08118295,12.53714,17.112336666666703
Bangladesh,BGD,1980,1.4443297,14.118820000000001,19.291002777777834
Bangladesh,BGD,1981,1.4847788400000002,13.613856578437455,19.89294138888888
Bangladesh,BGD,1982,1.79867254,17.67484682906249,19.621321944444396
Bangladesh,BGD,1983,1.01798553,19.667184999000032,17.54749472222221
Bangladesh,BGD,1984,0.40738727,22.700662951312474,17.682052777777734
Bangladesh,BGD,1985,0.56964903,25.780474349437483,19.73876500000004
Bangladesh,BGD,1986,0.86029436,29.07014900212497,21.275487222222225
Bangladesh,BGD,1987,1.35437165,34.15592605424995,20.945485555555614
Bangladesh,BGD,1988,1.39506502,40.20107798437505,20.9842616666667
Bangladesh,BGD,1989,1.45319176,42.498671797312504,22.941953333333323
Bangladesh,BGD,1990,3.2725889599999998,45.742013004187534,22.227822777777803
Bangladesh,BGD,1991,1.0463045800000002,47.10748690725007,20.622860833333284
Bangladesh,BGD,1992,0.9823628400000001,51.37016392199998,23.004262777777768
Bangladesh,BGD,1993,0.36620544000000005,57.502531750125044,25.76916805555561
Bangladesh,BGD,1994,0.34295707000000003,60.98571667650004,26.856830833333305
Bangladesh,BGD,1995,3.7317995100000005,67.42334014762501,34.85348583333331
Bangladesh,BGD,1996,2.04610079,72.36466586868745,35.60648277777781
Bangladesh,BGD,1997,3.7550595100000006,71.13274130943756,40.8769375
Bangladesh,BGD,1998,1.0811713200000002,76.86446110612503,45.05575333333329
Bangladesh,BGD,1999,0.5347706600000001,83.80357599074996,40.18384916666667
Bangladesh,BGD,2000,3.8364346200000004,90.58188656343754,39.48772388888893
Bangladesh,BGD,2001,4.068941580000001,101.43208937400001,47.166734722222245
Bangladesh,BGD,2002,4.2491368000000005,106.71137669981252,47.364412973611074
Bangladesh,BGD,2003,4.0631265800000005,114.78429825843747,49.096424958055614
Bangladesh,BGD,2004,4.068941580000001,123.40231917956233,46.329422504722245
Bangladesh,BGD,2005,5.59190171,132.63357688349964,46.62285562027776
Bangladesh,BGD,2006,5.481451600000001,143.63368201874985,47.12296100472227
Bangladesh,BGD,2007,7.19039869,153.3637056393753,44.55946846638886
Bangladesh,BGD,2008,7.45779565,163.7642014758744,45.27263173027775
Bangladesh,BGD,2009,9.00399252,187.4673831168435,42.331519801388914
Bangladesh,BGD,2010,9.405076330000002,192.53727132543742,47.1608925333333
Bangladesh,BGD,2011,8.48084023,195.82149498450053,60.942407291388925
Bangladesh,BGD,2012,10.492062650000001,213.36279246975047,65.03846880555552
Bangladesh,BGD,2013,11.492207760000001,219.52786625962486,63.6734016241667
Bangladesh,BGD,2014,10.765262980000001,230.22271575187455,71.49221475730472
Bangladesh,BGD,2015,26.40278653,258.5406276337502,75.6655855630734
Bangladesh,BGD,2016,19.7808855,264.50946565312535,82.15150547363771
Bangladesh,BGD,2017,22.128354480000002,266.5808432306248,91.31981399128534
Bangladesh,BGD,2018,24.79608175052361,283.65437711741356,104.6915760269572
Belarus,BLR,1985,25.112379880000002,86.53183874139621,296.3403497699709
Belarus,BLR,1986,27.47188591,88.18871189773841,350.1186240865744
Belarus,BLR,1987,26.71053959,99.54344149459197,346.30624426319923
Belarus,BLR,1988,28.61634615199077,115.26033431661752,335.4691491199066
Belarus,BLR,1989,28.092269105911143,121.38234021632286,314.1269070710799
Belarus,BLR,1990,24.71020285,129.32503441494558,290.47798539706224
Belarus,BLR,1991,23.47315464,135.34875122910512,280.8930148980858
Belarus,BLR,1992,19.550192820000003,157.17828908554628,239.29204222222268
Belarus,BLR,1993,16.790056550000003,145.8329203539821,170.54677666666726
Belarus,BLR,1994,11.763756630000001,127.48562438544737,138.37855749999974
Belarus,BLR,1995,11.069910830000001,115.26033431661752,125.5590172222223
Belarus,BLR,1996,13.434568950000001,121.38234021632286,123.46909500000034
Belarus,BLR,1997,14.157129220000002,138.84035398230125,107.86030111111111
Belarus,BLR,1998,12.563811700390902,140.5908357915436,102.09340694444451
Belarus,BLR,1999,11.656455721056501,143.21187807276286,93.6093894444444
Belarus,BLR,2000,11.5717255405083,151.9362045231066,91.8158069444444
Belarus,BLR,2001,8.308523855727701,151.06564405113087,89.50944555555554
Belarus,BLR,2002,7.8374481909728,155.42780727630276,93.03176111111108
Belarus,BLR,2003,7.3767715811993,152.8067649950835,94.97137611111108
Belarus,BLR,2004,7.2259380391874,185.34368770658827,94.8160316666667
Belarus,BLR,2005,7.979853770229073,190.02661792409057,88.34511333333336
Belarus,BLR,2006,7.144689955555008,193.9477679449359,103.07584611111119
Belarus,BLR,2007,8.080224093574234,194.71535889872234,94.19574361111111
Belarus,BLR,2008,7.5326538634488,199.4145132743359,93.50169833333331
Belarus,BLR,2009,7.176777275572705,169.31981317600867,108.26930222222221
Belarus,BLR,2010,7.507348834954104,207.28362831858507,87.5485519444445
Belarus,BLR,2011,9.01861486408314,192.26184857423868,99.31589166666667
Belarus,BLR,2012,9.19935326,194.1009832841697,121.45402555555592
Belarus,BLR,2013,9.764290977,192.70277286135723,83.72967472222224
Belarus,BLR,2014,9.686454876,191.21439528023646,95.03483027777773
Belarus,BLR,2015,8.613829280000001,178.98910521140567,81.061215
Belarus,BLR,2016,9.464075320000001,177.8751622418878,79.70569583333335
Belarus,BLR,2017,9.788640708,182.0875516224183,78.25711852949367
Belarus,BLR,2018,11.129693979764124,193.19082930237502,79.10256429082064
Belgium,BEL,1965,222.9371546055,0.7349999999999985,188.46475944444424
Belgium,BEL,1966,203.37099414440002,1.3264999999999953,192.26031694444495
Belgium,BEL,1967,199.59725057420002,5.055499999999988,212.03164138888908
Belgium,BEL,1968,206.06417824890002,12.29899999999993,246.15921500000005
Belgium,BEL,1969,200.69035136669999,25.335000000000004,284.0069591666666
Belgium,BEL,1970,189.13449273300003,39.75174999999997,309.81564861111093
Belgium,BEL,1971,156.61695237330002,54.81474999999987,317.5064408333334
Belgium,BEL,1972,149.5834419181,69.1134999999999,343.47247444444463
Belgium,BEL,1973,125.52781780130002,83.0722499999999,360.6342988888888
Belgium,BEL,1974,134.2674400688,97.35674999999979,317.6840152777775
Belgium,BEL,1975,100.27896745406,96.19474999999986,301.48973000000007
Belgium,BEL,1976,104.50377222392001,101.6114999999999,314.48248166666644
Belgium,BEL,1977,105.99527027316,99.96949999999985,309.30973083333345
Belgium,BEL,1978,108.54405786771001,99.12449999999988,330.0505216666667
Belgium,BEL,1979,120.93531781170002,108.30524999999992,328.01734833333313
Belgium,BEL,1980,121.91450647580001,103.63149999999983,303.17268055555553
Belgium,BEL,1981,126.2925643844,95.58049999999982,277.88095388888905
Belgium,BEL,1982,126.49051058970001,79.68624999999992,263.12489361111096
Belgium,BEL,1983,107.94012616794,82.80874999999982,238.7555063888894
Belgium,BEL,1984,125.17853738400001,85.45049999999985,231.01208111111143
Belgium,BEL,1985,124.8266889464,85.86399999999986,234.47887777777717
Belgium,BEL,1986,106.50946124111002,77.09499999999991,264.9442133333338
Belgium,BEL,1987,105.99314400678,85.01649999999985,266.8484002777783
Belgium,BEL,1988,107.10849779247002,83.90599999999986,275.22709361111094
Belgium,BEL,1989,112.53452318499001,93.2442499999999,270.30555361111107
Belgium,BEL,1990,123.63172645,95.69849999999987,287.7618471480121
Belgium,BEL,1991,118.26103897,102.07799999999988,308.06468402595084
Belgium,BEL,1992,105.84024549000002,105.20124999999979,313.1127725392418
Belgium,BEL,1993,100.2586247,110.0929999999998,308.06937503345233
Belgium,BEL,1994,107.76567340000001,112.57599999999985,336.8196853298586
Belgium,BEL,1995,102.92939605,124.52549999999991,333.38139980566444
Belgium,BEL,1996,98.50768168,138.42074999999923,361.4771886419792
Belgium,BEL,1997,91.96224790000001,132.04475000000028,369.66369806434284
Belgium,BEL,1998,91.47681170000001,144.64399999999992,375.141376362309
Belgium,BEL,1999,80.15169215,154.46025000000017,362.37282226985496
Belgium,BEL,2000,88.68364623000001,155.26274999999922,371.54850599658823
Belgium,BEL,2001,84.47443522,153.3760000000003,377.33281197244776
Belgium,BEL,2002,72.41641633,158.3252500000002,379.2850294115033
Belgium,BEL,2003,70.04909494,168.66574999999924,400.041317406669
Belgium,BEL,2004,65.15431869,171.87999999999954,404.53443822579925
Belgium,BEL,2005,59.86575064000001,168.93475000000032,405.2502435771362
Belgium,BEL,2006,59.07674818,173.88899999999987,404.73549819343265
Belgium,BEL,2007,53.98672749000001,175.19024999999928,409.32026595959684
Belgium,BEL,2008,53.31606028,174.01449999999952,428.6724418809045
Belgium,BEL,2009,34.34512287,175.74065819999993,388.56507373050096
Belgium,BEL,2010,43.60049784,194.04000000000056,404.460147609952
Belgium,BEL,2011,41.04895725,165.24000000000032,377.5732014992545
Belgium,BEL,2012,38.662644070000006,167.39999999999984,366.3657825814775
Belgium,BEL,2013,39.80137226000001,165.32999999999996,375.70940855499583
Belgium,BEL,2014,38.92562163,144.62999999999994,372.06930053551133
Belgium,BEL,2015,39.27035809,158.49899999999963,383.0128712288398
Belgium,BEL,2016,37.11259767,161.89200000000017,391.50667050674866
Belgium,BEL,2017,36.321955380000006,164.11499999999955,392.357978802461
Belgium,BEL,2018,38.1095302125182,168.74099999999996,396.3335920491936
Brazil,BRA,1965,20.178050000000002,0.5134215307522123,177.73057611111102
Brazil,BRA,1966,21.8644,0.6004026095132746,193.79759916666688
